,external_mall_id,block_id,average_dwell_time,median_dwell_time,store_id,store_visits_monthly_average,store_window_flow_monthly_average,store_visits_daily_average,store_window_flow_daily_average,store_total_visits,store_total_window_flow,days_with_traffic_data,mall_name,mall_country,mall_id,total_mall_area,store_name,store_year_opened,store_year_closed,store_branch_level_1,store_branch_level_2,store_branch_level_3,store_sales_r12m,store_rent_r12m,store_area,service_charges_r12m,marketing_costs_r12m,real_estate_taxes_r12m,maintenance_works_r12m
3373,23,5984,836.4417705199828,180.0,10226.0,8376.0,204754.0,380.73,9307.0,41880,1023770,110,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3472,21/11/2019,01/05/2024,Bags & Footwear & Accessories,Leath. Bags/Luggage,Leather bags and accessories,2062800.0,90801.0,0.0,21337.0,6868.0,9972.0,3310.0
3374,12,2933,218.75804335603172,180.0,4734.0,10678.33,533078.83,448.04,22366.94,64070,3198473,143,Westfield Forum Des Halles,France,19.0,74438.4,store_1961,23/08/2024,2099-01-01 00:00:00,Bags & Footwear & Accessories,Leath. Bags/Luggage,Leather bags and accessories,421141.0,337610.0,97.0,13403.0,0.0,9285.0,3221.0
3375,18,11175,1135.6040377727124,420.0,9482.0,5992.0,462389.25,311.27,24020.22,23968,1849557,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3365,24/11/2023,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,3198087.41,274216.0,230.0,20531.5,4381.0,22456.5,36945.0
3380,17,4356,1230.567455105623,720.0,5840.0,20224.15,199277.08,722.29,7117.04,262914,2590602,364,Westfield Rosny 2,France,15.0,98221.7,store_2147,10/07/2023,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,American & Burgers,367276.0,28058.0,181.0,79589.0,0.0,5244.0,2278.0
3381,18,11316,270.05089390578104,240.0,9209.0,7318.25,357419.75,380.17,18567.26,29273,1429679,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3227,02/02/2015,2099-01-01 00:00:00,Food Stores & Mass Merchandise,Grocery,Grocery,885287.93,2546450.0,110.0,30308.0,4313.0,22456.5,28775.0
3382,26,6574,290.9197612566491,240.0,11210.0,5948.08,621454.92,211.27,22073.54,77325,8078914,366,Westfield La Maquinista,Spain,64.0,73650.1,store_149,22/02/2017,2099-01-01 00:00:00,Food & Beverage Services,Sweet moments,Confectionery,4423470.0,1210124.0,39.62,5716.0,1000.0,12232.5,12770.0
3383,32,11478,662.8774686770015,360.0,12094.0,31814.83,966033.0,1200.56,36454.08,190889,5796198,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_4346,16/05/2015,2099-01-01 00:00:00,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Tea breaks,1159099.0,3747125.0,49.85,16030.0,9501.0,1511.0,8741.5
3388,23,5992,496.8989883517259,300.0,10107.0,20088.46,379744.31,713.52,13488.19,261150,4936676,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3504,29/08/2013,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,11662837.0,85417.0,787.0,21337.0,0.0,31449.0,3310.0
3390,32,11496,604.6630525616577,360.0,12127.0,26968.83,605029.33,1017.69,22831.3,161813,3630176,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_130,13/09/2011,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,501791.0,136278.0,877.53,16030.0,0.0,6959.5,8741.5
3391,13,7708,596.5634194865457,360.0,305.0,84100.7,375155.0,3058.21,13642.0,841007,3751550,275,Westfield Donau Zentrum,Austria,0.0,108440.8,store_265,29/09/2022,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,2532846.0,232997.0,842.93,32394.0,0.0,13029.0,547.0
3392,17,4369,403.5861455267301,180.0,5704.0,5098.08,455810.31,181.08,16189.98,66275,5925534,366,Westfield Rosny 2,France,15.0,98221.7,store_2131,01/04/2006,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,1400740.0,29000.0,91.0,5198.0,6930.0,154059.0,2278.0
3393,16,1736,1085.905526951097,420.0,5374.0,9483.38,866197.85,338.69,30935.64,123284,11260572,364,Westfield Les Quatre Temps,France,20.0,92213.8,store_2019,27/10/2023,2099-01-01 00:00:00,Gifts,Themed Gift,Themed gift,275723.16,942454.0,88.0,17371.0,0.0,13227.5,932.0
3394,28,5729,297.7919398229164,180.0,9987.0,6791.46,994201.38,241.23,35313.16,88289,12924618,366,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_3589,23/09/2021,2099-01-01 00:00:00,Health & Beauty,Others,Vitamines and Sports Nutrition,923695.87,472784.0,61.0,205508.0,0.0,5797.0,19952.0
3395,33,6893,264.90095551582465,180.0,2012.0,11389.82,267765.18,393.99,9262.32,125288,2945417,318,Westfield Mokotow,Poland,5.0,65330.2,store_533,01/10/2013,2099-01-01 00:00:00,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,24343634.0,749541.0,174.5,441.0,5375.296637319946,12005.0,21867.5
3397,16,1858,501.1709300530136,180.0,5202.0,15258.77,391933.62,543.46,13959.28,198364,5095137,365,Westfield Les Quatre Temps,France,20.0,92213.8,store_1343,28/08/2014,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,951322.0,2357863.0,51.0,4489.0,0.0,13227.5,1686.0
3398,16,1881,1510.313623730555,1320.0,5380.0,36848.31,619906.15,1308.82,22018.52,479028,8058780,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_1577,15/12/2023,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,American & Burgers,786666.45,322902.0,297.0,66497.0,0.0,13227.5,6289.0
3401,19,7110,573.8605014006596,120.0,629.0,5415.18,463877.0,203.3,17415.18,59567,5102647,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_132,10/06/2021,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,160381.0,10742.0,101.0,16873.0,10913.0,6934.0,1693.0
3403,13,7603,376.0902841589801,300.0,5.0,25855.0,294725.3,933.39,10639.9,258550,2947253,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_5,23/10/1990,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,340042.0,78000.0,293.0,20701.0,0.0,13029.0,335361.0
3407,25,6197,551.1522833178005,360.0,11482.0,5139.31,1125662.92,182.54,39982.56,66811,14633618,366,Westfield Parquesur,Spain,61.0,91858.1,store_3885,12/05/2018,2099-01-01 00:00:00,Food & Beverage Services,"Bars, Coffee and Tea breaks",Coffee beans & capsules,279959.0,277634.0,47.0,18445.5,0.0,18402.0,33275.5
3408,16,1673,301.9930178343803,180.0,5210.0,23168.15,1789865.08,827.43,63923.75,301186,23268246,364,Westfield Les Quatre Temps,France,20.0,92213.8,store_803,28/01/2015,2099-01-01 00:00:00,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",3151224.25,115833.0,116.0,13799.0,33679.0,21885.0,6289.0
3410,36,1269,1032.5252252008547,480.0,7263.0,142538.25,816776.5,5877.87,33681.51,570153,3267106,97,Westfield CentrO,Germany,35.0,139180.0,store_287,27/08/2022,2099-01-01 00:00:00,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,2318818.0,1328932.0,1831.0,21528.0,1500.0,114132.0,5966.0
3411,14,5189,1067.6566757493188,720.0,4822.0,2272.73,1476192.0,90.58,58833.74,25000,16238112,276,Westfield La Part Dieu,France,17.0,141267.4,store_1975,14/10/2010,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Fish & Seaproducts,213308.0,180446.0,98.0,17371.0,16703.0,2982.0,28962.0
3412,23,6097,2301.850496602196,2160.0,10281.0,909.08,168228.77,32.29,5975.34,11818,2186974,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3570,29/04/2022,2099-01-01 00:00:00,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",4748637.0,12659.0,179.0,17521.0,0.0,121581.0,696.0
3413,18,11145,407.7893968871595,300.0,9376.0,18697.75,355306.75,971.31,18457.49,74791,1421227,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3299,25/01/2021,2099-01-01 00:00:00,Home,Furniture & Interior Design,Decoration accessories / Design,2865720.0,16994.0,940.0,21504.0,9867.0,21247.0,46307.0
3415,32,11571,619.0793543193662,300.0,12319.0,37860.83,962456.83,1428.71,36319.13,227165,5774741,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_334,27/11/2019,2099-01-01 00:00:00,Culture & Media & Technology,Electronics and household appliances,Monobrand electronics,144413.0,50476.0,517.55,16030.0,0.0,5180.0,8741.5
3418,23,5908,300.31134729603,180.0,10308.0,6812.62,255764.69,241.98,9084.54,88564,3324941,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3791,26/10/2023,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Jeans,351359.0,223007.0,281.0,21337.0,0.0,8906.0,3310.0
3419,25,6218,307.32722597235613,240.0,11494.0,29161.31,1173495.0,1035.78,41681.52,379097,15255435,366,Westfield Parquesur,Spain,61.0,91858.1,store_4089,04/03/2019,2099-01-01 00:00:00,Home,Furniture & Interior Design,Decoration accessories / Design,2282091.0,160742.0,497.08,17303.0,36922.0,50820.0,33275.5
3420,25,6297,698.7643618515036,420.0,11532.0,99349.77,1043091.62,3528.82,37049.7,1291547,13560191,366,Westfield Parquesur,Spain,61.0,91858.1,store_3822,26/08/2021,2099-01-01 00:00:00,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,207030.0,12682.0,1530.94,19751.0,0.0,26536.0,33275.5
3423,18,11270,380.8282594474916,240.0,9454.0,23729.0,472001.0,1232.68,24519.53,94916,1888004,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_36,15/09/2022,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,306682.0,944455.0,467.0,20531.5,0.0,3768.0,180.0
3425,22,6659,1600.6208198662357,1500.0,4453.0,8147.83,571961.25,287.57,20186.87,97774,6863535,340,Westfield Euralille,France,26.0,58389.7,store_1736,31/03/2017,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Crepes,2284037.0,460775.0,65.0,386.0,4654.0,17866.0,2748.0
3426,23,5970,389.27073507002393,240.0,10159.0,6085.15,450448.46,216.14,15999.54,79107,5855830,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3582,14/07/2016,2099-01-01 00:00:00,Fashion apparel,Matern./Childr. Fash.,Children fashion,995597.3,830271.0,150.0,21310.0,1899.0,9972.0,3310.0
3427,32,11545,358.56870390379106,240.0,12138.0,56915.83,1693457.0,2189.07,65132.96,341495,10160742,156,Westfield Stratford City,United Kingdom,68.0,162896.4,store_101,13/09/2011,2099-01-01 00:00:00,Gifts,Toys,Toys,1351956.0,128029.0,249.6,18268.0,8767.0,6959.5,8741.5
3429,10,4541,530.8616852146264,180.0,1366.0,1078.85,181595.38,38.32,6450.11,14025,2360740,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_743,21/06/2020,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,871280.0,1388069.0,70.0,19114.0,0.0,8042.0,3841.0
3432,10,4542,426.0531535105117,180.0,1158.0,2257.62,181630.08,80.19,6451.34,29349,2361191,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_564,02/09/2013,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,1073909.61,108729.0,125.4,19114.0,0.0,10276.0,3841.0
3433,14,4968,658.9220604185275,240.0,4749.0,92822.46,2529421.62,3296.97,89842.84,1206692,32882481,366,Westfield La Part Dieu,France,17.0,141267.4,store_1131,11/11/1998,2099-01-01 00:00:00,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,60288.0,692184.0,455.0,3417.0,0.0,12933.0,3610.0
3434,17,4419,567.2885958107059,180.0,5723.0,10828.54,464464.54,384.62,16497.37,140771,6038039,366,Westfield Rosny 2,France,15.0,98221.7,store_1488,26/09/2012,25/01/2023,Fashion apparel,Women's Fashion,Women's Fashion,8094653.0,420000.0,0.0,105041.0,1944.0,14334.0,2278.0
3440,12,2930,258.9334611979935,180.0,4590.0,27482.5,1841178.63,1067.28,71502.08,219860,14729429,206,Westfield Forum Des Halles,France,19.0,74438.4,store_803,01/01/2014,2099-01-01 00:00:00,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",344681.0,290052.0,140.0,6720.0,0.0,9751.0,3221.0
3441,15,453,323.53582752060873,240.0,5458.0,5834.92,212459.85,207.82,7567.06,75854,2761978,365,Westfield Parly 2,France,12.0,108792.5,store_1782,01/01/2013,2099-01-01 00:00:00,Food & Beverage Services,Gourmet Food Products,Wines and spirits,559440.0,492408.0,244.0,9775.0,3411.0,11600.0,37811.0
3444,18,11231,218.7993680884676,120.0,9253.0,8734.5,475074.0,453.74,24679.17,34938,1900296,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3053,05/09/2019,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,749729.0,260064.0,186.0,12555.0,0.0,33133.0,43077.0
3445,25,6303,725.5514858003592,420.0,11575.0,268405.85,1310418.62,9533.54,46544.92,3489276,17035442,366,Westfield Parquesur,Spain,61.0,91858.1,store_689,03/11/2023,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,203621.0,215818.0,870.0,14142.0,0.0,20985.0,33275.5
3447,16,1840,302.20183486238534,180.0,5340.0,4040.31,416026.0,143.51,14776.88,52524,5408338,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_2068,08/06/2022,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,622971.0,51823.0,190.0,5891.0,10446.0,1083.0,636.0
3449,24,2270,1336.1188425369323,960.0,10957.0,24038.54,935084.38,853.83,33213.38,312501,12156097,366,Westfield Glòries,Spain,62.0,35087.8,store_7,01/05/2013,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,American & Burgers,31510435.0,115248.0,461.6,18445.5,27589.0,78758.0,8032.5
3450,30,7311,437.1097556574151,180.0,1900.0,4516.73,1018738.45,169.57,38246.15,49684,11206123,293,Westfield Arkadia,Poland,6.0,77325.5,store_989,20/03/2024,2099-01-01 00:00:00,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,93270.0,62279.0,53.0,20312.5,1955.0,13818.0,4137.0
3451,30,7413,600.936417956182,300.0,1845.0,50994.45,500053.18,1921.02,18837.62,560939,5500585,292,Westfield Arkadia,Poland,6.0,77325.5,store_287,08/07/2022,2099-01-01 00:00:00,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,4044369.0,1186530.0,934.0,39617.0,170.0,1124.0,4137.0
3453,7,4919,2391.139946380697,2160.0,6008.0,2247.89,902650.67,80.6,32365.96,20231,8123856,251,Westfield Vélizy 2,France,14.0,104280.1,store_2159,21/03/2019,2099-01-01 00:00:00,Entertainment,Entertainment,VR & E-Sports,1173335.67,6940165.0,148.0,55765.0,3511.0,18237.0,86.0
3456,30,7320,527.44002064613,300.0,1635.0,34566.0,1104153.5,1607.72,51355.98,138264,4416614,86,Westfield Arkadia,Poland,6.0,77325.5,store_774,20/10/2004,04/08/2024,Sport,Sport Clothes & Equipment,Sport general store,1107069.0,430722.0,0.0,24962.0,4394.0,544.0,1626.0
3457,30,7320,527.44002064613,300.0,1635.0,37191.83,945386.17,1690.54,42972.1,223151,5672317,132,Westfield Arkadia,Poland,6.0,77325.5,store_774,20/10/2004,04/08/2024,Sport,Sport Clothes & Equipment,Sport general store,1107069.0,430722.0,0.0,24962.0,4394.0,544.0,1626.0
3458,18,11318,229.8907809008215,180.0,9241.0,22825.0,419710.25,1185.71,21803.13,91300,1678841,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3140,29/05/2019,2099-01-01 00:00:00,Other,"Tobbaconists, lotteries and other activities","Tobbaconists, lotteries and other activities",580956.0,111727.0,105.0,66159.0,0.0,0.0,163389.0
3465,7,4861,364.31346116324033,240.0,6048.0,9326.0,862377.67,334.4,30921.91,83934,7761399,251,Westfield Vélizy 2,France,14.0,104280.1,store_1402,10/11/2021,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,598818.36,202881.0,97.0,16588.0,3707.0,10991.0,21775.0
3466,17,4401,506.8310767907253,240.0,5841.0,16193.92,554055.0,575.19,19679.55,210521,7202715,366,Westfield Rosny 2,France,15.0,98221.7,store_334,11/07/2023,2099-01-01 00:00:00,Culture & Media & Technology,Electronics and household appliances,Monobrand electronics,1042442.0,170589.0,245.0,17371.0,3769.0,20135.0,2278.0
3467,23,5979,835.7529837386245,540.0,10158.0,92564.38,1141960.31,3287.81,40561.43,1203337,14845484,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_21,05/11/2015,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,22639795.0,69770.0,3936.0,21337.0,10383.0,20747.0,3310.0
3470,33,6849,594.1280413211907,300.0,1966.0,2521.0,88556.64,87.2,3063.28,27731,974123,318,Westfield Mokotow,Poland,5.0,65330.2,store_912,01/02/2011,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,2109096.0,1381967.0,66.53,20312.5,0.0,12005.0,21867.5
3472,33,6850,655.1957295373666,180.0,1967.0,2474.09,88554.82,85.58,3063.22,27215,974103,318,Westfield Mokotow,Poland,5.0,65330.2,store_1011,01/12/2010,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,404923.0,459206.0,122.6,28723.0,15217.0,12005.0,21867.5
3474,10,4614,640.5102120666719,420.0,1227.0,78509.77,1365073.31,2788.6,48486.21,1020627,17745953,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_162,24/08/2017,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,3182849.0,181062.0,2421.7,257.0,0.0,10276.0,3841.0
3475,28,5732,644.8615384615384,540.0,9798.0,270.0,678141.5,17.42,43751.06,540,1356283,31,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_3505,12/11/2015,15/01/2024,Culture & Media & Technology,General Culture & Media & Technology,General Culture & Media & Technology,7364614.0,80202.0,0.0,-1400.0,3298.0,18281.0,19952.0
3476,28,5732,644.8615384615384,540.0,9798.0,211.0,100923.0,70.33,33641.0,211,100923,3,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_3505,12/11/2015,15/01/2024,Culture & Media & Technology,General Culture & Media & Technology,General Culture & Media & Technology,7364614.0,80202.0,0.0,-1400.0,3298.0,18281.0,19952.0
3477,19,7041,281.4636927720946,180.0,743.0,6692.5,584047.33,247.87,21631.38,40155,3504284,162,Westfield Shopping City Süd,Austria,1.0,120306.9,store_283,01/08/2024,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Socks & Pantyhose,1274986.0,3524989.0,55.32,280459.0,0.0,6934.0,1693.0
3478,19,7041,281.4636927720946,180.0,743.0,2345.4,454635.4,94.57,18332.07,11727,2273177,124,Westfield Shopping City Süd,Austria,1.0,120306.9,store_283,01/08/2024,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Socks & Pantyhose,1274986.0,3524989.0,55.32,280459.0,0.0,6934.0,1693.0
3481,25,6156,416.5374808771035,180.0,11499.0,2444.0,452889.0,86.81,16086.22,31772,5887557,366,Westfield Parquesur,Spain,61.0,91858.1,store_4183,28/06/2019,2099-01-01 00:00:00,Home,Furniture & Interior Design,Home textile,350369.44,2780997.0,117.45,17367.0,0.0,48835.0,33275.5
3482,30,7329,648.2693366589182,420.0,1815.0,55195.73,1194969.73,2072.19,44862.34,607153,13144667,293,Westfield Arkadia,Poland,6.0,77325.5,store_468,05/09/2020,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,1446615.0,38957.0,750.64,37960.0,0.0,13818.0,4137.0
3484,19,7213,755.622588860219,480.0,528.0,20587.27,269544.55,772.9,10119.42,226460,2964990,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_370,15/11/2016,2099-01-01 00:00:00,Home,"DIY, gardening",Do It Yourself and others materials,268758.0,49618.0,602.76,18053.0,2584.0,6934.0,1693.0
3489,12,2899,611.6821733220182,300.0,4648.0,77345.77,614798.77,2762.35,21957.1,1005495,7992384,364,Westfield Forum Des Halles,France,19.0,74438.4,store_189,19/01/2018,2099-01-01 00:00:00,Home,Furniture & Interior Design,Decoration accessories / Design,11267871.0,416256.0,336.0,17371.0,8028.0,221.0,3221.0
3492,18,11031,489.39230769230767,240.0,9418.0,1161.25,79319.75,60.32,4120.51,4645,317279,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3328,17/01/2022,2099-01-01 00:00:00,Home,Furniture & Interior Design,Kitchen & bathroom,55047.0,68712.0,105.0,1774.0,6069.0,12322.0,36945.0
3493,26,6429,720.275449839783,360.0,11230.0,18067.46,697305.23,641.74,24767.67,234877,9064968,366,Westfield La Maquinista,Spain,64.0,73650.1,store_3972,25/05/2018,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Cafeterias,3505028.0,485274.0,131.44,18445.5,0.0,12232.5,1004.0
3494,15,590,932.4544734758512,240.0,5490.0,16034.6,307340.0,631.28,12100.0,80173,1536700,127,Westfield Parly 2,France,12.0,108792.5,store_703,14/08/2015,18/05/2024,Home,Furniture & Interior Design,Decoration accessories / Design,84721.0,64600.0,0.0,11695.0,8937.0,200623.0,6372.0
3497,33,6785,2777.303673744523,1260.0,2236.0,26498.2,188398.0,1027.06,7302.25,264982,1883980,258,Westfield Mokotow,Poland,5.0,65330.2,store_595,30/04/2024,2099-01-01 00:00:00,Health & Beauty,Parapharmacy,Parapharmacy,3604212.58,121167.0,337.3,8308.0,17694.0,4803.0,135404.0
3498,33,6785,2777.303673744523,1260.0,2090.0,26498.2,188398.0,1027.06,7302.25,264982,1883980,258,Westfield Mokotow,Poland,5.0,65330.2,store_899,24/03/2018,23/01/2024,Bags & Footwear & Accessories,Footwear,Family footwear,22479.0,612124.0,0.0,73427.0,0.0,71940.0,21867.5
3500,14,5037,713.0436370275698,180.0,4962.0,26438.08,687271.31,939.06,24411.28,343695,8934527,366,Westfield La Part Dieu,France,17.0,141267.4,store_654,28/11/2020,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Sandwiches,1437705.0,171600.0,32.0,17371.0,0.0,12933.0,3610.0
3501,14,5204,678.0025717959709,300.0,4740.0,6145.54,1650233.38,218.28,58614.85,79892,21453034,366,Westfield La Part Dieu,France,17.0,141267.4,store_1962,07/04/1997,2099-01-01 00:00:00,Food & Beverage Services,Gourmet Food Products,Gourmet General Grocery,5389666.0,769424.0,49.0,17371.0,12772.0,12933.0,3610.0
3502,16,1627,501.2366678607333,180.0,5375.0,15608.62,393679.69,554.4,13983.16,202912,5117836,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_109,05/08/2023,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,1927967.95,351614.0,183.0,18198.0,6522.0,13227.5,6289.0
